frame,timestamp_iso,time_hms,raw_ax_g,raw_ay_g,raw_az_g,raw_gx_dps,raw_gy_dps,raw_gz_dps,raw_roll_deg,raw_pitch_deg,raw_yaw_deg,accel_lat_g,accel_lon_g,accel_vert_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,pitch_deg,roll_deg,yaw_deg,mag_x,mag_y,mag_z,temp_c
104,2026-03-06T18:43:48.115000,18:43:48.115,0.82305,2.4165,-9.6708,-0.061,0.9155,6.6528,170.2,-2.8,175.9,0.82305,-2.4165,9.6708,-0.061,-0.9155,6.6528,-350.2,-2.8,175.9,-2205,769,18332,26.26
105,2026-03-06T18:43:48.215000,18:43:48.215,0.6125,2.52178,-9.51289,-3.2349,-3.2959,4.6387,169.8,-2.9,175.4,0.6125,-2.52178,9.51289,-3.2349,3.2959,4.6387,-349.8,-2.9,175.4,-2252,783,18327,26.32
106,2026-03-06T18:43:48.315000,18:43:48.315,0.68428,2.38301,-9.5416,2.8076,-2.2583,6.7749,169.7,-2.9,174.8,0.68428,-2.38301,9.5416,2.8076,2.2583,6.7749,-349.7,-2.9,174.8,-2251,825,18336,26.32
107,2026-03-06T18:43:48.415000,18:43:48.415,0.39238,2.47871,-9.13965,-3.9673,-2.5635,4.0283,169.4,-2.7,174.2,0.39238,-2.47871,9.13965,-3.9673,2.5635,4.0283,-349.4,-2.7,174.2,-2246,896,18346,26.45
108,2026-03-06T18:43:48.514000,18:43:48.514,0.55029,2.58398,-9.57988,0.6104,-1.9531,5.9814,169.1,-2.6,173.6,0.55029,-2.58398,9.57988,0.6104,1.9531,5.9814,-349.1,-2.6,173.6,-2246,844,18367,26.32
109,2026-03-06T18:43:48.614000,18:43:48.614,0.68906,2.45,-9.35498,-4.5776,-0.1831,5.4932,168.7,-2.6,173.0,0.68906,-2.45,9.35498,-4.5776,0.1831,5.4932,-348.7,-2.6,173.0,-2222,843,18386,26.45
110,2026-03-06T18:43:48.714000,18:43:48.714,0.77041,2.64619,-9.78564,2.3804,-3.479,6.958,168.5,-2.6,172.4,0.77041,-2.64619,9.78564,2.3804,3.479,6.958,-348.5,-2.6,172.4,-2238,836,18359,26.26
111,2026-03-06T18:43:48.814000,18:43:48.814,0.30146,2.30645,-9.0918,-2.7466,-0.4883,5.4321,168.3,-2.5,171.8,0.30146,-2.30645,9.0918,-2.7466,0.4883,5.4321,-348.3,-2.5,171.8,-2227,921,18373,26.32
112,2026-03-06T18:43:48.914000,18:43:48.914,0.56465,2.58398,-9.55596,0.3052,-0.6104,7.0801,168.0,-2.6,171.1,0.56465,-2.58398,9.55596,0.3052,0.6104,7.0801,-348.0,-2.6,171.1,-2261,925,18389,26.38
113,2026-03-06T18:43:49.014000,18:43:49.014,0.56943,2.39736,-9.25449,-1.9531,-2.3804,5.0659,167.7,-2.5,170.5,0.56943,-2.39736,9.25449,-1.9531,2.3804,5.0659,-347.7,-2.5,170.5,-2254,957,18404,26.38
114,2026-03-06T18:43:49.113000,18:43:49.113,0.29668,2.45,-9.95312,-1.0376,-2.0142,7.1411,167.7,-2.5,169.8,0.29668,-2.45,9.95312,-1.0376,2.0142,7.1411,-347.7,-2.5,169.8,-2265,949,18392,26.38
115,2026-03-06T18:43:49.213000,18:43:49.213,0.69385,2.58398,-9.12051,3.6621,-2.9907,9.2163,167.4,-2.5,169.1,0.69385,-2.58398,9.12051,3.6621,2.9907,9.2163,-347.4,-2.5,169.1,-2315,972,18352,26.26
116,2026-03-06T18:43:49.313000,18:43:49.313,0.00479,2.97158,-9.46025,7.6904,-7.5684,12.3901,167.8,-2.2,167.6,0.00479,-2.97158,9.46025,7.6904,7.5684,12.3901,-347.8,-2.2,167.6,-2241,1100,18411,26.26
117,2026-03-06T18:43:49.413000,18:43:49.413,-0.06699,2.0959,-9.29756,3.0518,-0.4883,3.479,168.0,-1.4,166.9,-0.06699,-2.0959,9.29756,3.0518,0.4883,3.479,-348.0,-1.4,166.9,-2051,1242,18437,26.19
118,2026-03-06T18:43:49.513000,18:43:49.513,0.5168,1.73223,-10.13496,-1.4648,-7.1411,5.249,168.5,-1.6,166.2,0.5168,-1.73223,10.13496,-1.4648,7.1411,5.249,-348.5,-1.6,166.2,-2040,1428,18468,26.38
119,2026-03-06T18:43:49.612000,18:43:49.612,0.53594,1.50254,-9.46504,3.54,1.77,6.897,168.3,-1.5,165.7,0.53594,-1.50254,9.46504,3.54,-1.77,6.897,-348.3,-1.5,165.7,-1998,1439,18435,26.38
120,2026-03-06T18:43:49.712000,18:43:49.712,-0.39717,1.76572,-9.6373,-5.7983,-4.1504,4.5166,168.3,-1.4,165.1,-0.39717,-1.76572,9.6373,-5.7983,4.1504,4.5166,-348.3,-1.4,165.1,-2015,1463,18485,26.32
121,2026-03-06T18:43:49.812000,18:43:49.812,0.43545,1.32549,-9.56553,5.3711,6.0425,9.1553,168.7,-1.7,164.3,0.43545,-1.32549,9.56553,5.3711,-6.0425,9.1553,-348.7,-1.7,164.3,-2075,1493,18457,26.38
122,2026-03-06T18:43:49.912000,18:43:49.912,0.3876,1.50732,-9.68037,-1.5259,3.1738,5.7373,168.9,-2.0,163.7,0.3876,-1.50732,9.68037,-1.5259,-3.1738,5.7373,-348.9,-2.0,163.7,-2228,1607,18476,26.38
123,2026-03-06T18:43:50.012000,18:43:50.012,0.82783,1.38291,-9.88135,4.2114,1.3428,7.4463,169.4,-2.6,163.0,0.82783,-1.38291,9.88135,4.2114,-1.3428,7.4463,-349.4,-2.6,163.0,-2391,1704,18488,26.32
124,2026-03-06T18:43:50.112000,18:43:50.112,0.54072,1.77051,-9.26406,-1.5259,0.1831,7.3242,169.4,-2.6,162.4,0.54072,-1.77051,9.26406,-1.5259,-0.1831,7.3242,-349.4,-2.6,162.4,-2431,1839,18485,26.32
125,2026-03-06T18:43:50.211000,18:43:50.211,0.45938,1.63652,-9.93877,-2.0142,-2.1362,2.6855,169.8,-2.7,161.8,0.45938,-1.63652,9.93877,-2.0142,2.1362,2.6855,-349.8,-2.7,161.8,-2506,1946,18485,26.38
126,2026-03-06T18:43:50.311000,18:43:50.311,0.62686,1.67959,-9.24971,-1.6479,5.7373,6.7749,169.7,-3.1,161.4,0.62686,-1.67959,9.24971,-1.6479,-5.7373,6.7749,-349.7,-3.1,161.4,-2595,1973,18479,26.45
127,2026-03-06T18:43:50.411000,18:43:50.411,1.13887,1.8375,-9.84785,-6.5918,-9.0942,4.3335,169.4,-3.2,160.8,1.13887,-1.8375,9.84785,-6.5918,9.0942,4.3335,-349.4,-3.2,160.8,-2723,1962,18501,26.45
128,2026-03-06T18:43:50.511000,18:43:50.511,0.58857,2.11504,-9.58945,-10.498,-7.3853,7.2632,168.5,-2.6,160.1,0.58857,-2.11504,9.58945,-10.498,7.3853,7.2632,-348.5,-2.6,160.1,-2594,1820,18476,26.38
129,2026-03-06T18:43:50.611000,18:43:50.611,0.66035,2.15332,-9.3502,1.8311,5.6152,5.249,167.9,-2.4,159.5,0.66035,-2.15332,9.3502,1.8311,-5.6152,5.249,-347.9,-2.4,159.5,-2473,1584,18484,26.32
130,2026-03-06T18:43:50.710000,18:43:50.710,1.00488,2.34473,-9.53203,-2.6855,0.7324,5.188,167.7,-3.0,159.1,1.00488,-2.34473,9.53203,-2.6855,-0.7324,5.188,-347.7,-3.0,159.1,-2566,1526,18471,26.38
131,2026-03-06T18:43:50.810000,18:43:50.810,0.7417,2.11025,-9.33584,-0.6714,-4.0283,3.3569,167.7,-2.9,158.6,0.7417,-2.11025,9.33584,-0.6714,4.0283,3.3569,-347.7,-2.9,158.6,-2628,1528,18526,26.32
132,2026-03-06T18:43:50.910000,18:43:50.910,0.79434,2.11025,-9.64209,0.3662,-4.0894,3.6621,167.8,-3.0,158.2,0.79434,-2.11025,9.64209,0.3662,4.0894,3.6621,-347.8,-3.0,158.2,-2636,1579,18471,26.38
133,2026-03-06T18:43:51.010000,18:43:51.010,0.58379,2.32559,-9.23057,0.061,-0.4883,4.1504,167.7,-2.9,157.8,0.58379,-2.32559,9.23057,0.061,0.4883,4.1504,-347.7,-2.9,157.8,-2604,1576,18466,26.32
134,2026-03-06T18:43:51.110000,18:43:51.110,0.74648,2.00977,-9.91963,-3.2349,-6.4697,2.9907,167.7,-2.7,157.3,0.74648,-2.00977,9.91963,-3.2349,6.4697,2.9907,-347.7,-2.7,157.3,-2585,1639,18503,26.51
135,2026-03-06T18:43:51.209000,18:43:51.209,0.65078,2.15811,-9.51289,3.54,-2.5635,4.1504,167.6,-2.4,156.9,0.65078,-2.15811,9.51289,3.54,2.5635,4.1504,-347.6,-2.4,156.9,-2487,1653,18480,26.51
136,2026-03-06T18:43:51.309000,18:43:51.309,0.34453,2.29209,-9.58945,-0.4272,1.4038,3.7842,167.6,-2.2,156.4,0.34453,-2.29209,9.58945,-0.4272,-1.4038,3.7842,-347.6,-2.2,156.4,-2425,1691,18538,26.57
137,2026-03-06T18:43:51.409000,18:43:51.409,0.43066,2.11504,-9.39326,1.5869,-0.8545,5.4321,167.7,-2.4,156.0,0.43066,-2.11504,9.39326,1.5869,0.8545,5.4321,-347.7,-2.4,156.0,-2471,1733,18588,26.19
138,2026-03-06T18:43:51.509000,18:43:51.509,0.42588,2.31602,-9.16836,0.8545,-1.4038,5.188,167.6,-2.2,155.5,0.42588,-2.31602,9.16836,0.8545,1.4038,5.188,-347.6,-2.2,155.5,-2493,1774,18525,26.38
139,2026-03-06T18:43:51.609000,18:43:51.609,0.36367,2.12939,-9.68516,-2.8076,-4.0283,2.4414,167.7,-2.1,155.0,0.36367,-2.12939,9.68516,-2.8076,4.0283,2.4414,-347.7,-2.1,155.0,-2484,1820,18519,26.45
140,2026-03-06T18:43:51.709000,18:43:51.709,0.26797,2.18682,-9.42676,-0.3662,-1.5869,4.4556,167.5,-2.1,154.5,0.26797,-2.18682,9.42676,-0.3662,1.5869,4.4556,-347.5,-2.1,154.5,-2455,1811,18563,26.45
141,2026-03-06T18:43:51.808000,18:43:51.808,0.10049,2.15811,-9.55596,-1.77,-2.6855,5.249,167.6,-2.1,153.9,0.10049,-2.15811,9.55596,-1.77,2.6855,5.249,-347.6,-2.1,153.9,-2488,1872,18606,26.32
142,2026-03-06T18:43:51.908000,18:43:51.908,0.29189,2.00498,-9.73779,0.9155,-1.9531,6.2256,167.7,-2.2,153.3,0.29189,-2.00498,9.73779,0.9155,1.9531,6.2256,-347.7,-2.2,153.3,-2536,1919,18601,26.57
143,2026-03-06T18:43:52.008000,18:43:52.008,0.19141,2.13418,-9.25928,-2.1973,-1.2817,6.8359,167.5,-2.1,152.7,0.19141,-2.13418,9.25928,-2.1973,1.2817,6.8359,-347.5,-2.1,152.7,-2533,1934,18569,26.32
144,2026-03-06T18:43:52.108000,18:43:52.108,0.15313,2.08154,-9.94834,-1.9531,-4.8218,4.3335,167.5,-2.1,152.0,0.15313,-2.08154,9.94834,-1.9531,4.8218,4.3335,-347.5,-2.1,152.0,-2556,1894,18567,26.45
145,2026-03-06T18:43:52.208000,18:43:52.208,0.24883,2.06719,-9.4124,2.5635,2.9907,8.8501,167.3,-2.1,151.4,0.24883,-2.06719,9.4124,2.5635,-2.9907,8.8501,-347.3,-2.1,151.4,-2558,1860,18537,26.51
146,2026-03-06T18:43:52.308000,18:43:52.308,0.31104,2.15811,-9.78086,-2.4414,-1.0986,7.2632,167.2,-2.1,150.7,0.31104,-2.15811,9.78086,-2.4414,1.0986,7.2632,-347.2,-2.1,150.7,-2613,1875,18587,26.38
147,2026-03-06T18:43:52.407000,18:43:52.407,0.11006,2.02412,-9.74736,2.9907,-4.5166,7.7515,167.2,-2.1,149.9,0.11006,-2.02412,9.74736,2.9907,4.5166,7.7515,-347.2,-2.1,149.9,-2610,1902,18633,26.45
148,2026-03-06T18:43:52.507000,18:43:52.507,-0.18662,2.17246,-9.17793,2.3193,2.3193,7.6904,167.2,-1.9,149.2,-0.18662,-2.17246,9.17793,2.3193,-2.3193,7.6904,-347.2,-1.9,149.2,-2584,1979,18613,26.38
149,2026-03-06T18:43:52.607000,18:43:52.607,0.20576,1.97148,-10.06797,3.0518,4.0283,7.2021,167.6,-2.1,148.5,0.20576,-1.97148,10.06797,3.0518,-4.0283,7.2021,-347.6,-2.1,148.5,-2618,2080,18609,26.51
150,2026-03-06T18:43:52.707000,18:43:52.707,0.8374,2.01934,-9.64688,-3.2349,0.6104,8.7891,167.4,-2.7,147.8,0.8374,-2.01934,9.64688,-3.2349,-0.6104,8.7891,-347.4,-2.7,147.8,-2738,2186,18626,26.26
151,2026-03-06T18:43:52.807000,18:43:52.807,0.33018,2.1916,-9.51768,-5.6152,-3.2349,6.897,167.0,-2.4,147.0,0.33018,-2.1916,9.51768,-5.6152,3.2349,6.897,-347.0,-2.4,147.0,-2781,2173,18598,26.51
152,2026-03-06T18:43:52.906000,18:43:52.906,-0.10049,2.00498,-9.52725,0.2441,-5.3711,6.4697,167.2,-2.1,146.2,-0.10049,-2.00498,9.52725,0.2441,5.3711,6.4697,-347.2,-2.1,146.2,-2712,2138,18619,26.38
153,2026-03-06T18:43:53.006000,18:43:53.006,-0.0335,2.05762,-9.63252,4.4556,3.0518,8.667,167.3,-2.1,145.4,-0.0335,-2.05762,9.63252,4.4556,-3.0518,8.667,-347.3,-2.1,145.4,-2648,2260,18628,26.45
154,2026-03-06T18:43:53.106000,18:43:53.106,0.55029,2.15332,-9.42197,-3.2959,3.2349,8.3008,167.2,-2.2,144.7,0.55029,-2.15332,9.42197,-3.2959,-3.2349,8.3008,-347.2,-2.2,144.7,-2692,2328,18632,26.57
155,2026-03-06T18:43:53.206000,18:43:53.206,0.73691,1.871,-10.06797,-5.0049,-8.8501,6.1646,167.2,-2.4,143.8,0.73691,-1.871,10.06797,-5.0049,8.8501,6.1646,-347.2,-2.4,143.8,-2780,2310,18591,26.45
156,2026-03-06T18:43:53.306000,18:43:53.306,-0.06699,2.02891,-9.37412,2.4414,-0.9155,7.2021,166.9,-2.1,143.2,-0.06699,-2.02891,9.37412,2.4414,0.9155,7.2021,-346.9,-2.1,143.2,-2683,2250,18640,26.38
157,2026-03-06T18:43:53.406000,18:43:53.406,0.17705,2.17725,-9.14922,1.9531,2.8687,8.1177,167.0,-2.0,142.5,0.17705,-2.17725,9.14922,1.9531,-2.8687,8.1177,-347.0,-2.0,142.5,-2687,2319,18622,26.45
158,2026-03-06T18:43:53.505000,18:43:53.505,0.34932,1.88057,-10.13496,-6.6528,-3.3569,4.8218,167.2,-2.2,141.8,0.34932,-1.88057,10.13496,-6.6528,3.3569,4.8218,-347.2,-2.2,141.8,-2749,2429,18596,26.38
159,2026-03-06T18:43:53.605000,18:43:53.605,0.53594,2.01934,-9.29277,3.6621,-0.9766,8.1787,167.0,-2.3,141.1,0.53594,-2.01934,9.29277,3.6621,0.9766,8.1787,-347.0,-2.3,141.1,-2753,2419,18639,26.32
160,2026-03-06T18:43:53.705000,18:43:53.705,0.44023,2.18682,-9.40762,-2.1362,2.6245,6.4697,167.0,-2.3,140.4,0.44023,-2.18682,9.40762,-2.1362,-2.6245,6.4697,-347.0,-2.3,140.4,-2767,2479,18646,26.64
161,2026-03-06T18:43:53.806000,18:43:53.806,0.58379,1.77051,-9.57031,-0.4883,-5.3101,6.0425,167.3,-2.4,139.8,0.58379,-1.77051,9.57031,-0.4883,5.3101,6.0425,-347.3,-2.4,139.8,-2824,2481,18614,26.38
162,2026-03-06T18:43:53.906000,18:43:53.906,0.57422,2.11504,-9.69951,1.709,2.0752,5.0659,167.3,-2.5,139.2,0.57422,-2.11504,9.69951,1.709,-2.0752,5.0659,-347.3,-2.5,139.2,-2784,2519,18645,26.45
163,2026-03-06T18:43:54.005000,18:43:54.005,0.89482,2.05762,-9.25449,-0.4883,1.9531,6.2256,167.2,-2.7,138.8,0.89482,-2.05762,9.25449,-0.4883,-1.9531,6.2256,-347.2,-2.7,138.8,-2836,2533,18605,26.38
164,2026-03-06T18:43:54.105000,18:43:54.105,0.71299,1.82314,-9.71387,-7.1411,-5.3101,2.5024,167.3,-2.7,138.2,0.71299,-1.82314,9.71387,-7.1411,5.3101,2.5024,-347.3,-2.7,138.2,-2842,2565,18638,26.38
165,2026-03-06T18:43:54.205000,18:43:54.205,0.66992,2.15332,-9.5416,2.8076,-1.3428,5.188,167.1,-2.9,137.8,0.66992,-2.15332,9.5416,2.8076,1.3428,5.188,-347.1,-2.9,137.8,-2842,2542,18635,26.32
166,2026-03-06T18:43:54.305000,18:43:54.305,0.84697,2.14375,-9.33584,4.0283,4.7607,5.127,167.2,-3.0,137.4,0.84697,-2.14375,9.33584,4.0283,-4.7607,5.127,-347.2,-3.0,137.4,-2854,2569,18643,26.45
167,2026-03-06T18:43:54.405000,18:43:54.405,0.66035,1.96191,-9.78564,-3.54,-2.1973,3.1128,167.4,-3.0,137.0,0.66035,-1.96191,9.78564,-3.54,2.1973,3.1128,-347.4,-3.0,137.0,-2871,2621,18632,26.45
168,2026-03-06T18:43:54.504000,18:43:54.504,1.21064,2.03369,-9.39326,-0.1221,0.7935,4.4556,167.3,-3.5,136.7,1.21064,-2.03369,9.39326,-0.1221,-0.7935,4.4556,-347.3,-3.5,136.7,-2903,2619,18636,26.38
169,2026-03-06T18:43:54.604000,18:43:54.604,1.21064,2.01934,-9.36455,1.5869,1.3428,3.6011,167.2,-3.6,136.3,1.21064,-2.01934,9.36455,1.5869,-1.3428,3.6011,-347.2,-3.6,136.3,-2918,2576,18630,26.38
170,2026-03-06T18:43:54.704000,18:43:54.704,1.11016,2.14375,-9.35977,-2.6855,0.4883,2.0752,167.0,-3.7,136.1,1.11016,-2.14375,9.35977,-2.6855,-0.4883,2.0752,-347.0,-3.7,136.1,-2927,2562,18658,26.45
171,2026-03-06T18:43:54.803000,18:43:54.803,1.17236,1.98584,-10.31201,-1.6479,-2.5024,0.9155,167.3,-4.0,135.8,1.17236,-1.98584,10.31201,-1.6479,2.5024,0.9155,-347.3,-4.0,135.8,-2966,2595,18649,26.51
172,2026-03-06T18:43:54.903000,18:43:54.903,1.51211,1.98584,-9.32627,3.479,1.4038,1.77,167.1,-4.3,135.8,1.51211,-1.98584,9.32627,3.479,-1.4038,1.77,-347.1,-4.3,135.8,-3007,2570,18622,26.51
173,2026-03-06T18:43:55.003000,18:43:55.003,1.30635,2.09111,-9.13965,-2.0142,0.1831,1.709,166.8,-4.3,135.7,1.30635,-2.09111,9.13965,-2.0142,-0.1831,1.709,-346.8,-4.3,135.7,-2988,2528,18589,26.45
174,2026-03-06T18:43:55.103000,18:43:55.103,1.21064,1.99541,-9.23535,-4.3335,-4.0283,-0.9155,166.8,-4.3,135.5,1.21064,-1.99541,9.23535,-4.3335,4.0283,-0.9155,-346.8,-4.3,135.5,-2994,2468,18567,26.38
175,2026-03-06T18:43:55.202000,18:43:55.202,1.33984,1.66523,-9.86221,-0.8545,-2.3193,-0.4272,167.1,-4.5,135.5,1.33984,-1.66523,9.86221,-0.8545,2.3193,-0.4272,-347.1,-4.5,135.5,-2961,2468,18572,26.45
176,2026-03-06T18:43:55.302000,18:43:55.302,1.46904,1.68916,-9.27842,7.0801,0.7324,1.6479,167.2,-4.6,135.4,1.46904,-1.68916,9.27842,7.0801,-0.7324,1.6479,-347.2,-4.6,135.4,-2908,2451,18586,26.64
177,2026-03-06T18:43:55.402000,18:43:55.402,1.0623,1.72266,-9.46982,-2.1973,-6.0425,-0.4272,167.3,-4.1,135.1,1.0623,-1.72266,9.46982,-2.1973,6.0425,-0.4272,-347.3,-4.1,135.1,-2817,2489,18582,26.51
178,2026-03-06T18:43:55.503000,18:43:55.503,1.20107,1.14844,-9.80479,-8.5449,-5.0049,-2.3804,167.9,-4.2,135.1,1.20107,-1.14844,9.80479,-8.5449,5.0049,-2.3804,-347.9,-4.2,135.1,-2686,2530,18607,26.51
179,2026-03-06T18:43:55.603000,18:43:55.603,1.03359,0.91875,-9.43154,3.418,-2.0752,-0.8545,167.9,-4.2,135.3,1.03359,-0.91875,9.43154,3.418,2.0752,-0.8545,-347.9,-4.2,135.3,-2606,2437,18593,26.51
180,2026-03-06T18:43:55.702000,18:43:55.702,1.29678,1.7083,-9.91484,1.6479,9.2773,2.3804,168.1,-4.4,135.2,1.29678,-1.7083,9.91484,1.6479,-9.2773,2.3804,-348.1,-4.4,135.2,-2578,2411,18562,26.51
181,2026-03-06T18:43:55.801000,18:43:55.801,1.40684,1.18672,-9.56074,-1.1597,-1.8311,-2.3193,168.2,-4.8,135.4,1.40684,-1.18672,9.56074,-1.1597,1.8311,-2.3193,-348.2,-4.8,135.4,-2694,2418,18581,26.64
182,2026-03-06T18:43:55.901000,18:43:55.901,0.8709,1.4834,-10.00098,-5.4932,-2.3804,-0.6104,168.2,-4.6,135.4,0.8709,-1.4834,10.00098,-5.4932,2.3804,-0.6104,-348.2,-4.6,135.4,-2693,2409,18584,26.57
183,2026-03-06T18:43:56.001000,18:43:56.001,1.25371,1.2585,-9.61816,3.6621,1.2817,-0.061,168.6,-4.9,135.4,1.25371,-1.2585,9.61816,3.6621,-1.2817,-0.061,-348.6,-4.9,135.4,-2686,2370,18606,26.32
184,2026-03-06T18:43:56.101000,18:43:56.101,0.95225,1.26328,-9.37891,0.3662,1.0986,0.8545,168.7,-4.8,135.4,0.95225,-1.26328,9.37891,0.3662,-1.0986,0.8545,-348.7,-4.8,135.4,-2674,2415,18626,26.57
185,2026-03-06T18:43:56.201000,18:43:56.201,1.03359,1.40684,-9.46025,0.2441,-0.2441,0.9766,168.9,-4.8,135.3,1.03359,-1.40684,9.46025,0.2441,0.2441,0.9766,-348.9,-4.8,135.3,-2686,2372,18569,26.45
186,2026-03-06T18:43:56.300000,18:43:56.300,1.04316,1.17715,-9.79521,-1.709,-5.6152,-1.5259,169.3,-4.9,135.3,1.04316,-1.17715,9.79521,-1.709,5.6152,-1.5259,-349.3,-4.9,135.3,-2706,2423,18587,26.51
187,2026-03-06T18:43:56.400000,18:43:56.400,0.71299,1.27285,-9.54639,1.4038,-1.3428,0.7324,169.6,-4.7,135.3,0.71299,-1.27285,9.54639,1.4038,1.3428,0.7324,-349.6,-4.7,135.3,-2660,2463,18661,26.64
188,2026-03-06T18:43:56.500000,18:43:56.500,0.9666,1.47861,-9.48896,1.1597,5.3101,2.8076,169.7,-4.7,135.1,0.9666,-1.47861,9.48896,1.1597,-5.3101,2.8076,-349.7,-4.7,135.1,-2641,2491,18628,26.57
189,2026-03-06T18:43:56.600000,18:43:56.600,1.22021,1.41641,-9.76172,-5.8594,-5.127,-1.0986,169.7,-5.0,135.1,1.22021,-1.41641,9.76172,-5.8594,5.127,-1.0986,-349.7,-5.0,135.1,-2699,2504,18601,26.51
190,2026-03-06T18:43:56.700000,18:43:56.700,0.80391,1.60781,-9.58467,0.9155,-3.1128,1.4648,169.7,-4.8,135.0,0.80391,-1.60781,9.58467,0.9155,3.1128,1.4648,-349.7,-4.8,135.0,-2679,2480,18613,26.45
191,2026-03-06T18:43:56.800000,18:43:56.800,0.91875,1.55996,-9.51289,3.9062,2.5635,2.0142,169.8,-4.8,134.9,0.91875,-1.55996,9.51289,3.9062,-2.5635,2.0142,-349.8,-4.8,134.9,-2657,2454,18603,26.57
192,2026-03-06T18:43:56.900000,18:43:56.900,0.9666,1.72266,-9.67559,-4.2725,-2.1973,0.7324,169.8,-4.7,134.8,0.9666,-1.72266,9.67559,-4.2725,2.1973,0.7324,-349.8,-4.7,134.8,-2629,2479,18615,26.57
193,2026-03-06T18:43:56.999000,18:43:56.999,1.11494,1.60781,-9.99619,0.6104,-3.479,0.1221,169.9,-4.8,134.6,1.11494,-1.60781,9.99619,0.6104,3.479,0.1221,-349.9,-4.8,134.6,-2650,2492,18597,26.51
194,2026-03-06T18:43:57.099000,18:43:57.099,0.91396,1.35898,-9.43633,1.5259,1.2207,1.1597,170.0,-4.8,134.6,0.91396,-1.35898,9.43633,1.5259,-1.2207,1.1597,-350.0,-4.8,134.6,-2654,2523,18578,26.57
195,2026-03-06T18:43:57.199000,18:43:57.199,1.01445,1.66045,-9.47939,-1.0376,2.8687,1.0986,169.8,-4.7,134.5,1.01445,-1.66045,9.47939,-1.0376,-2.8687,1.0986,-349.8,-4.7,134.5,-2627,2508,18609,26.51
196,2026-03-06T18:43:57.299000,18:43:57.299,0.95225,1.71787,-10.07754,-0.3662,-5.3101,0.061,170.0,-5.0,134.4,0.95225,-1.71787,10.07754,-0.3662,5.3101,0.061,-350.0,-5.0,134.4,-2687,2528,18595,26.57
197,2026-03-06T18:43:57.399000,18:43:57.399,1.11016,1.46426,-9.6708,2.0752,0.4272,0.9155,170.2,-5.0,134.3,1.11016,-1.46426,9.6708,2.0752,-0.4272,0.9155,-350.2,-5.0,134.3,-2701,2597,18685,26.51
198,2026-03-06T18:43:57.498000,18:43:57.498,0.89961,1.64131,-9.49854,-0.7324,2.1973,0.5493,170.0,-4.9,134.2,0.89961,-1.64131,9.49854,-0.7324,-2.1973,0.5493,-350.0,-4.9,134.2,-2662,2626,18809,26.51
199,2026-03-06T18:43:57.598000,18:43:57.598,0.80391,1.71309,-9.80957,-6.4087,-1.3428,-1.4648,169.9,-5.0,134.2,0.80391,-1.71309,9.80957,-6.4087,1.3428,-1.4648,-349.9,-5.0,134.2,-2718,2603,18723,26.51
200,2026-03-06T18:43:57.698000,18:43:57.698,1.63174,1.18672,-9.90527,2.8076,2.4414,0.7935,170.0,-5.6,134.2,1.63174,-1.18672,9.90527,2.8076,-2.4414,0.7935,-350.0,-5.6,134.2,-2808,2549,18700,26.38
201,2026-03-06T18:43:57.798000,18:43:57.798,0.81348,1.77529,-9.78564,-6.5918,-2.5635,-1.0376,169.7,-5.4,134.2,0.81348,-1.77529,9.78564,-6.5918,2.5635,-1.0376,-349.7,-5.4,134.2,-2831,2576,18770,26.51
202,2026-03-06T18:43:57.898000,18:43:57.898,1.0001,1.79443,-9.58945,-3.479,0.7324,1.5869,169.4,-5.4,134.1,1.0001,-1.79443,9.58945,-3.479,-0.7324,1.5869,-349.4,-5.4,134.1,-2829,2456,18661,26.64
203,2026-03-06T18:43:57.997000,18:43:57.997,1.43076,1.55518,-9.61338,-3.8452,-1.2207,0.0,169.3,-5.7,134.0,1.43076,-1.55518,9.61338,-3.8452,1.2207,0.0,-349.3,-5.7,134.0,-2856,2382,18581,26.38
204,2026-03-06T18:43:58.097000,18:43:58.097,1.33027,1.67959,-9.25449,0.8545,-0.061,2.3193,169.1,-5.7,133.9,1.33027,-1.67959,9.25449,0.8545,0.061,2.3193,-349.1,-5.7,133.9,-2853,2323,18598,26.32
205,2026-03-06T18:43:58.197000,18:43:58.197,0.86133,1.73223,-9.14443,0.9155,0.7324,-0.8545,169.5,-5.5,133.9,0.86133,-1.73223,9.14443,0.9155,-0.7324,-0.8545,-349.5,-5.5,133.9,-2827,2344,18583,26.7
206,2026-03-06T18:43:58.297000,18:43:58.297,1.3207,1.41641,-9.94834,-6.1646,-6.8359,0.1221,169.6,-5.5,133.8,1.3207,-1.41641,9.94834,-6.1646,6.8359,0.1221,-349.6,-5.5,133.8,-2824,2417,18640,26.51
207,2026-03-06T18:43:58.397000,18:43:58.397,1.31113,1.75137,-9.30234,3.0518,-2.0142,2.4414,169.3,-5.4,133.6,1.31113,-1.75137,9.30234,3.0518,2.0142,2.4414,-349.3,-5.4,133.6,-2708,2296,18650,26.51
208,2026-03-06T18:43:58.497000,18:43:58.497,0.90918,1.85664,-9.32627,0.7324,2.9297,0.5493,169.1,-5.1,133.5,0.90918,-1.85664,9.32627,0.7324,-2.9297,0.5493,-349.1,-5.1,133.5,-2653,2226,18649,26.51
